1,0.035133
2,0.035133
3,0.036699
4,0.038313
5,0.038313
6,0.038313
7,0.038394
8,0.038394
9,0.03996
10,0.03996
11,0.038316
12,0.038316
13,0.03662
14,0.035019
15,0.034968
16,0.034926
17,0.033324
18,0.033324
19,0.033406
20,0.033406
21,0.035049
22,0.0351
23,0.0351
24,0.036714
25,0.036714
26,0.036714
27,0.036714
28,0.036714
29,0.036714
30,0.036714
31,0.035149
32,0.035149
33,0.035068
34,0.035068
35,0.03185
36,0.03185
37,0.03185
38,0.03185
39,0.035117
40,0.035117
41,0.035117
42,0.035117
43,0.035117
44,0.036731
45,0.038375
46,0.03994
47,0.038375
48,0.03994
49,0.036773
50,0.036731
51,0.036731
52,0.036731
53,0.03513
54,0.035079
55,0.033464
56,0.033464
57,0.031863
58,0.031863
59,0.033428
60,0.035042
61,0.035042
62,0.036644
63,0.036644
64,0.036725
65,0.036776
66,0.038433
67,0.038433
68,0.038433
69,0.03834
70,0.03834
71,0.038258
72,0.038258
73,0.036657
74,0.036657
75,0.035091
76,0.035091
77,0.035091
78,0.03501
79,0.03501
80,0.035091
81,0.036693
82,0.038349
83,0.038349
84,0.0384
85,0.0384
86,0.0384
87,0.0384
88,0.0384
89,0.0384
90,0.0384
91,0.0384
92,0.038349
93,0.036706
94,0.03501
95,0.03501
96,0.03501
97,0.033409
98,0.03349
99,0.03349
100,0.03349
101,0.03349
102,0.035055
103,0.035055
104,0.038271
105,0.038271
106,0.038352
107,0.038352
108,0.038352
109,0.038352
110,0.036751
111,0.035055
112,0.035055
113,0.035055
114,0.035013
115,0.033412
116,0.033412
117,0.033412
118,0.033412
119,0.033412
120,0.035013
121,0.035055
122,0.035104
123,0.035104
124,0.036669
125,0.038271
126,0.038271
127,0.039927
128,0.03832
129,0.03832
130,0.03832
131,0.03832
132,0.036637
133,0.035023
134,0.035023
135,0.035023
136,0.035023
137,0.035023
138,0.036637
139,0.036637
140,0.036637
141,0.036637
142,0.036637
143,0.036637
144,0.039853
145,0.039895
146,0.039976
147,0.039976
148,0.039976
149,0.039934
150,0.038333
151,0.036637
152,0.036637
153,0.036586
154,0.034985
155,0.034985
156,0.034943
157,0.034943
158,0.034985
159,0.034985
160,0.034985
161,0.034985
162,0.034985
163,0.036586
164,0.038333
165,0.038333
166,0.038333
167,0.038333
168,0.038333
169,0.038333
170,0.038333
171,0.038333
172,0.035117
173,0.035117
174,0.034943
175,0.034943
176,0.034943
177,0.034943
178,0.034943
179,0.034943
180,0.034943
181,0.035036
182,0.036731
183,0.036731
184,0.036731
185,0.036731
186,0.036731
187,0.036731
188,0.036731
189,0.036731
190,0.036731
191,0.036731
192,0.03513
193,0.035088
194,0.033422
195,0.033422
196,0.033341
197,0.033422
198,0.033422
199,0.035037
200,0.035037
201,0.035037
202,0.035088
203,0.035088
204,0.036744
205,0.036744
206,0.038345
207,0.036744
208,0.036744
209,0.036744
210,0.036744
211,0.036744
212,0.036744
213,0.036693
214,0.03657
215,0.033403
216,0.033403
217,0.033403
218,0.033403
219,0.033403
220,0.035047
221,0.036661
222,0.036661
223,0.036661
224,0.036712
225,0.040009
226,0.040051
227,0.040051
228,0.038326
229,0.038326
230,0.038275
231,0.038275
232,0.036661
233,0.036661
234,0.035059
235,0.035059
236,0.035017
237,0.035017
238,0.035059
239,0.035059
240,0.035059
241,0.035059
242,0.036674
243,0.036674
244,0.038275
245,0.03984
246,0.039922
247,0.039922
248,0.039922
249,0.03832
250,0.036706
251,0.036625
252,0.036625
253,0.036582
254,0.034981
255,0.033316
256,0.03175
257,0.033316
258,0.033316
259,0.033367
260,0.033367
261,0.034981
262,0.034981
263,0.034981
264,0.036664
265,0.036706
266,0.038271
267,0.038271
268,0.038229
269,0.035062
270,0.035062
271,0.035062
272,0.034981
273,0.034981
274,0.03493
275,0.03493
276,0.033329
277,0.033329
278,0.03493
279,0.03493
280,0.03493
281,0.03493
282,0.036544
283,0.036595
284,0.038239
285,0.038239
286,0.038239
287,0.038239
288,0.038239
289,0.036637
290,0.036637
291,0.036637
292,0.036587
293,0.036544
294,0.034979
295,0.033378
296,0.033296
297,0.033296
298,0.033378
299,0.033378
300,0.034992
301,0.036593
302,0.038201
303,0.038201
304,0.038201
305,0.039866
306,0.039866
307,0.039866
308,0.039866
309,0.039815
310,0.039815
311,0.038201
312,0.036599
313,0.036599
314,0.034992
315,0.03491
316,0.03491
317,0.03491
318,0.03491
319,0.03491
320,0.034992
321,0.035034
322,0.036648
323,0.036648
324,0.038264
325,0.038264
326,0.039866
327,0.039866
328,0.036699
329,0.036699
330,0.036699
331,0.036699
332,0.036648
333,0.036606
334,0.03339
335,0.03339
336,0.033309
337,0.03339
338,0.03339
339,0.03339
340,0.03339
341,0.034956
342,0.034956
343,0.034956
344,0.036731
345,0.038346
346,0.038346
347,0.036731
348,0.035088
349,0.035088
350,0.035037
351,0.035037
352,0.034956
353,0.034956
354,0.03174
355,0.031698
356,0.031698
357,0.031698
358,0.033354
359,0.033354
360,0.033354
361,0.034956
362,0.034956
363,0.034956
364,0.03657
365,0.038295
366,0.038214
367,0.038214
368,0.038214
369,0.038214
370,0.036648
371,0.036648
372,0.036648
373,0.036606
374,0.034923
375,0.033358
376,0.033358
377,0.033358
378,0.034959
379,0.034959
380,0.034959
381,0.036616
382,0.036616
383,0.038262
384,0.038262
385,0.039864
386,0.039864
387,0.039864
388,0.038262
389,0.038262
390,0.038262
391,0.036648
392,0.036648
393,0.036606
394,0.035005
395,0.034923
396,0.034923
397,0.034923
398,0.035005
399,0.035005
400,0.035005
401,0.03657
402,0.03657
403,0.038171
404,0.038214
405,0.038214
406,0.038214
407,0.038214
408,0.038214
409,0.038214
410,0.036606
411,0.036606
412,0.036606
413,0.034992
414,0.034992
415,0.034992
416,0.034992
417,0.034992
418,0.034992
419,0.034992
420,0.034992
421,0.034992
422,0.034992
423,0.035043
424,0.038258
425,0.038258
426,0.038301
427,0.036644
428,0.038209
429,0.036644
430,0.036644
431,0.036644
432,0.035043
433,0.033378
434,0.033378
435,0.033335
436,0.033335
437,0.033335
438,0.034901
439,0.034943
440,0.034943
441,0.034943
442,0.035024
443,0.035024
444,0.036676
445,0.036676
446,0.036676
447,0.036676
448,0.038291
449,0.036676
450,0.036676
451,0.036626
452,0.036544
453,0.034979
454,0.034979
455,0.034979
456,0.034979
457,0.034979
458,0.034979
459,0.034979
460,0.038195
461,0.036723
462,0.036723
463,0.038288
464,0.039889
465,0.039889
466,0.039889
467,0.039889
468,0.038324
469,0.038324
470,0.038324
471,0.038324
472,0.038324
473,0.03671
474,0.034976
475,0.034976
476,0.034976
477,0.034976
478,0.035108
479,0.033494
480,0.033494
481,0.036661
